full_text,label,Length,num_words,num_sentence,text_bersih,text_stopword_dihapus,tokenized_text,stemmed_text,tokenized_sent
ada capres kasih program paternity leave malah pilih capres makan siang gratis. oke gas oke gas hak asasi lo gue rampas.,0,120,23,2,ada capres kasih program paternity leave malah pilih capres makan siang gratis. oke gas oke gas hak asasi lo gue rampas.,capres program paternity leave pilih capres makan siang gratis . oke gas oke gas hak asasi rampas .,"['capres', 'program', 'paternity', 'leave', 'pilih', 'capres', 'makan', 'siang', 'gratis', '.', 'oke', 'gas', 'oke', 'gas', 'hak', 'asasi', 'rampas', '.']","['capres', 'program', 'paternity', 'leave', 'pilih', 'capres', 'makan', 'siang', 'gratis', '', 'oke', 'gas', 'oke', 'gas', 'hak', 'asasi', 'rampas', '']","[67, 4, 1145, 1146, 12, 67, 2, 3, 1, 10, 15, 10, 15, 182, 1147, 589]"
@vanzeiks emang ðÿ’™ aku udah ngga sabar makan siang gratis malahan,1,67,14,1,emang ???? aku udah ngga sabar makan siang gratis malahan,? ? ? ? udah sabar makan siang gratis,"['?', '?', '?', '?', 'udah', 'sabar', 'makan', 'siang', 'gratis']","['', '', '', '', 'udah', 'sabar', 'makan', 'siang', 'gratis']","[13, 617, 2, 3, 1]"
"@rendroprayogo @mediajelata @ipaahu 1. kepengin dapat makan siang gratis, 2. harus terdaftar di sekolah dulu, 3. tapi tidak mampu daftar &amp  bayar uang sekolah, 4. jadi tidak dapat makan siang gratis, 5. kesimpulan : ga bisa bayar sekolah = ga dapat makan gratis. 6. salah sendiri miskin!!",0,291,58,3,". kepengin dapat makan siang gratis, . harus terdaftar di sekolah dulu, . tapi tidak mampu daftar &amp bayar uang sekolah, . jadi tidak dapat makan siang gratis, . kesimpulan : ga bisa bayar sekolah = ga dapat makan gratis. . salah sendiri miskin!!",". kepengin makan siang gratis , . terdaftar sekolah , . daftar & amplop bayar uang sekolah , . makan siang gratis , . kesimpulan : bayar sekolah = makan gratis . . salah miskin ! !","['.', 'kepengin', 'makan', 'siang', 'gratis', ',', '.', 'terdaftar', 'sekolah', ',', '.', 'daftar', '&', 'amplop', 'bayar', 'uang', 'sekolah', ',', '.', 'makan', 'siang', 'gratis', ',', '.', 'kesimpulan', ':', 'bayar', 'sekolah', '=', 'makan', 'gratis', '.', '.', 'salah', 'miskin', '!', '!']","['', 'pengin', 'makan', 'siang', 'gratis', '', '', 'daftar', 'sekolah', '', '', 'daftar', '', 'amplop', 'bayar', 'uang', 'sekolah', '', '', 'makan', 'siang', 'gratis', '', '', 'simpul', '', 'bayar', 'sekolah', '', 'makan', 'gratis', '', '', 'salah', 'miskin', '', '']","[1148, 2, 3, 1, 1149, 7, 1150, 45, 31, 26, 7, 2, 3, 1, 1151, 31, 7, 2, 1, 76, 109]"
"@ignasbowo coba satu hari ga pegang hp dan internetan, pasti lu keok. klw ga makan siang gratis, kan bisa makan pagi dan malam bayar sendiri hehehe",0,147,30,2,"coba satu hari ga pegang hp dan internetan, pasti lu keok. klw ga makan siang gratis, kan bisa makan pagi dan malam bayar sendiri hehehe","coba pegang hp internetan , keok . makan siang gratis , makan pagi malam bayar hehehe","['coba', 'pegang', 'hp', 'internetan', ',', 'keok', '.', 'makan', 'siang', 'gratis', ',', 'makan', 'pagi', 'malam', 'bayar', 'hehehe']","['coba', 'pegang', 'hp', 'internetan', '', 'keok', '', 'makan', 'siang', 'gratis', '', 'makan', 'pagi', 'malam', 'bayar', 'hehehe']","[139, 1152, 624, 581, 1153, 2, 3, 1, 2, 174, 234, 31, 625]"
@notaslimboy prinsip pemilih merika yang penting gemoy. urusan kebijakan nanti aja dulu. kan ada makan siang gratis ini,0,119,21,3,prinsip pemilih merika yang penting gemoy. urusan kebijakan nanti aja dulu. kan ada makan siang gratis ini,prinsip pemilih merika gemoy . urusan kebijakan . makan siang gratis,"['prinsip', 'pemilih', 'merika', 'gemoy', '.', 'urusan', 'kebijakan', '.', 'makan', 'siang', 'gratis']","['prinsip', 'pilih', 'merika', 'gemoy', '', 'urus', 'bijak', '', 'makan', 'siang', 'gratis']","[626, 138, 1154, 39, 183, 79, 2, 3, 1]"
that's right.  entah apa yg ada dibenak para pemilih bekicot ini. dijejali kebodohan dgn makan siang gratis.,0,108,21,3,that's right. entah apa yg ada dibenak para pemilih bekicot ini. dijejali kebodohan dgn makan siang gratis.,that 's right . dibenak pemilih bekicot . dijejali kebodohan makan siang gratis .,"['that', ""'s"", 'right', '.', 'dibenak', 'pemilih', 'bekicot', '.', 'dijejali', 'kebodohan', 'makan', 'siang', 'gratis', '.']","['that', 's', 'right', '', 'benak', 'pilih', 'bekicot', '', 'jejal', 'bodoh', 'makan', 'siang', 'gratis', '']","[1155, 1156, 1157, 1158, 138, 1159, 1160, 225, 2, 3, 1]"
"better makan siang gratis nih buat anak sekolah aja, klo utk seluruh rakyat kyknya gaakan sanggup. keinget jg dulu waktu sekolah jarang makan, mending anak sekolah jd prioritas program ini",1,188,33,2,"better makan siang gratis nih buat anak sekolah aja, klo utk seluruh rakyat kyknya gaakan sanggup. keinget jg dulu waktu sekolah jarang makan, mending anak sekolah jd prioritas program ini","better makan siang gratis anak sekolah , rakyat kyknya gaakan sanggup . keinget sekolah jarang makan , mending anak sekolah prioritas program","['better', 'makan', 'siang', 'gratis', 'anak', 'sekolah', ',', 'rakyat', 'kyknya', 'gaakan', 'sanggup', '.', 'keinget', 'sekolah', 'jarang', 'makan', ',', 'mending', 'anak', 'sekolah', 'prioritas', 'program']","['better', 'makan', 'siang', 'gratis', 'anak', 'sekolah', '', 'rakyat', 'kyknya', 'gaakan', 'sanggup', '', 'keinget', 'sekolah', 'jarang', 'makan', '', 'mending', 'anak', 'sekolah', 'prioritas', 'program']","[1161, 2, 3, 1, 6, 7, 8, 1162, 1163, 173, 379, 7, 1164, 2, 61, 6, 7, 244, 4]"
"nah ini salut dengan guru yg menolak, artix guru2 ini, berpikir panjang untuk anak masa mendatang, forum guru tolak anggaran makan siang gratis pakai dana bos https://t.co/qyp7eewgte",0,182,32,1,"nah ini salut dengan guru yg menolak, artix guru ini, berpikir panjang untuk anak masa mendatang, forum guru tolak anggaran makan siang gratis pakai dana bos","salut guru menolak , artix guru , berpikir anak , forum guru tolak anggaran makan siang gratis pakai dana bos","['salut', 'guru', 'menolak', ',', 'artix', 'guru', ',', 'berpikir', 'anak', ',', 'forum', 'guru', 'tolak', 'anggaran', 'makan', 'siang', 'gratis', 'pakai', 'dana', 'bos']","['salut', 'guru', 'tolak', '', 'artix', 'guru', '', 'pikir', 'anak', '', 'forum', 'guru', 'tolak', 'anggar', 'makan', 'siang', 'gratis', 'pakai', 'dana', 'bos']","[1165, 42, 419, 1166, 42, 131, 6, 1167, 42, 245, 25, 2, 3, 1, 22, 9, 11]"
@ignasbowo anjiingg.. suka gonggong klu lihat tulang. klau anjing ini gonggong karena blom dapat makan siang gratis,0,115,20,2,anjiingg.. suka gonggong klu lihat tulang. klau anjing ini gonggong karena blom dapat makan siang gratis,anjiingg .. suka gonggong klu lihat tulang . klau anjing gonggong blom makan siang gratis,"['anjiingg', '..', 'suka', 'gonggong', 'klu', 'lihat', 'tulang', '.', 'klau', 'anjing', 'gonggong', 'blom', 'makan', 'siang', 'gratis']","['anjiingg', '', 'suka', 'gonggong', 'klu', 'lihat', 'tulang', '', 'klau', 'anjing', 'gonggong', 'blom', 'makan', 'siang', 'gratis']","[1168, 123, 627, 628, 313, 1169, 1170, 629, 627, 1171, 2, 3, 1]"
bagusan makan siang gratis kaliiiiiðÿ™„ðÿ™„ðÿ™„ðÿ™„ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¤,1,67,13,1,bagusan makan siang gratis kaliiiii????????????????????????????????,bagusan makan siang gratis kaliiiii ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,"['bagusan', 'makan', 'siang', 'gratis', 'kaliiiii', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['bagus', 'makan', 'siang', 'gratis', 'kaliiiii', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[1172, 2, 3, 1, 1173]"
"@abu_waras para bang sad pesta merayakan kemenangan"" (semu)....  sementara para rakyat menengah &amp  miskin nangis di pojokan: beras makin mahal bbm pertalite dihapus ppn dinaikkan bos mau dikurangi untuk biayai ""makan siang gratis"" listrik naik  woy penguasa istana, kalian dzolim!!!""",0,286,54,1,"_waras para bang sad pesta merayakan kemenangan"" (semu).... sementara para rakyat menengah &amp miskin nangis di pojokan: beras makin mahal bbm pertalite dihapus ppn dinaikkan bos mau dikurangi untuk biayai ""makan siang gratis"" listrik naik woy penguasa istana, kalian dzolim!!!""","_waras sad pesta merayakan kemenangan `` ( semu ) .... rakyat menengah & amplop miskin nangis pojokan : beras mahal bbm pertalite dihapus ppn dinaikkan bos dikurangi biayai `` makan siang gratis `` listrik woy penguasa istana , dzolim ! ! ! ``","['_waras', 'sad', 'pesta', 'merayakan', 'kemenangan', '``', '(', 'semu', ')', '....', 'rakyat', 'menengah', '&', 'amplop', 'miskin', 'nangis', 'pojokan', ':', 'beras', 'mahal', 'bbm', 'pertalite', 'dihapus', 'ppn', 'dinaikkan', 'bos', 'dikurangi', 'biayai', '``', 'makan', 'siang', 'gratis', '``', 'listrik', 'woy', 'penguasa', 'istana', ',', 'dzolim', '!', '!', '!', '``']","['waras', 'sad', 'pesta', 'raya', 'menang', '', '', 'semu', '', '', 'rakyat', 'tengah', '', 'amplop', 'miskin', 'nang', 'pojok', '', 'beras', 'mahal', 'bbm', 'pertalite', 'hapus', 'ppn', 'naik', 'bos', 'rang', 'biaya', '', 'makan', 'siang', 'gratis', '', 'listrik', 'woy', 'kuasa', 'istana', '', 'dzolim', '', '', '', '']","[85, 1174, 1175, 1176, 1177, 1178, 8, 1179, 45, 109, 184, 1180, 53, 74, 172, 630, 631, 73, 408, 11, 632, 1181, 2, 3, 1, 633, 634, 140, 1182, 1183]"
"@ipaahu 1. kalo bener dpt mkn siang gratis, dananya dr mana? nambah utang negara? 2. kalo bisa terlaksana tapi semua harga bahan pokok naik, pajak naik, bbm naik, lpg naik, apa gak sama aja? 3. terus gimana nasibnya anak usia sekolah yg gk sekolah? apa dpt makan siang gratis juga?",0,281,61,5,". kalo bener dpt mkn siang gratis, dananya dr mana? nambah utang negara? . kalo bisa terlaksana tapi semua harga bahan pokok naik, pajak naik, bbm naik, lpg naik, apa gak sama aja? . terus gimana nasibnya anak usia sekolah yg gk sekolah? apa dpt makan siang gratis juga?",". bener mkn siang gratis , dananya ? nambah utang negara ? . terlaksana harga bahan pokok , pajak , bbm , lpg , ? . nasibnya anak usia sekolah sekolah ? makan siang gratis ?","['.', 'bener', 'mkn', 'siang', 'gratis', ',', 'dananya', '?', 'nambah', 'utang', 'negara', '?', '.', 'terlaksana', 'harga', 'bahan', 'pokok', ',', 'pajak', ',', 'bbm', ',', 'lpg', ',', '?', '.', 'nasibnya', 'anak', 'usia', 'sekolah', 'sekolah', '?', 'makan', 'siang', 'gratis', '?']","['', 'bener', 'mkn', 'siang', 'gratis', '', 'dana', '', 'nambah', 'utang', 'negara', '', '', 'laksana', 'harga', 'bahan', 'pokok', '', 'pajak', '', 'bbm', '', 'lpg', '', '', '', 'nasib', 'anak', 'usia', 'sekolah', 'sekolah', '', 'makan', 'siang', 'gratis', '']","[132, 129, 3, 1, 63, 314, 86, 17, 420, 62, 238, 134, 29, 172, 1184, 1185, 6, 246, 7, 7, 2, 3, 1]"
@itsquaileggs rakyat dikasih halu makan siang gratis yg gatau akan berlanjut terus sampe terjangkau 100% seluruh indonesia (murid dan ibu hamil) bodo amat sama pajak mau naik sampe 20% pun asal di blakangnya ada owi ya rakyat bodoh tetep iya iya aja dari dulu dikasih janji manis doang jg.  tll,0,294,56,2,rakyat dikasih halu makan siang gratis yg gatau akan berlanjut terus sampe terjangkau % seluruh indonesia (murid dan ibu hamil) bodo amat sama pajak mau naik sampe % pun asal di blakangnya ada owi ya rakyat bodoh tetep iya iya aja dari dulu dikasih janji manis doang jg. tll,rakyat dikasih halu makan siang gratis gatau berlanjut sampe terjangkau % indonesia ( murid hamil ) bodo pajak sampe % blakangnya owi rakyat bodoh tetep dikasih janji manis . tll,"['rakyat', 'dikasih', 'halu', 'makan', 'siang', 'gratis', 'gatau', 'berlanjut', 'sampe', 'terjangkau', '%', 'indonesia', '(', 'murid', 'hamil', ')', 'bodo', 'pajak', 'sampe', '%', 'blakangnya', 'owi', 'rakyat', 'bodoh', 'tetep', 'dikasih', 'janji', 'manis', '.', 'tll']","['rakyat', 'kasih', 'halu', 'makan', 'siang', 'gratis', 'gatau', 'lanjut', 'sampe', 'jangkau', '', 'indonesia', '', 'murid', 'hamil', '', 'bodo', 'pajak', 'sampe', '', 'blakangnya', 'owi', 'rakyat', 'bodoh', 'tetep', 'kasih', 'janji', 'manis', '', 'tll']","[8, 19, 1186, 2, 3, 1, 406, 1187, 56, 600, 18, 168, 58, 301, 29, 56, 1188, 1189, 8, 97, 160, 19, 46, 297, 1190]"
"aku sd di sd muhammadiyah, gratis bang.  malah dapet perbaikan gizi ditahun itu (2006 - 2011) setiap jumat ada makan siang gratis disekolah lengkap dengan susu ðÿ˜",1,164,31,2,"aku sd di sd muhammadiyah, gratis bang. malah dapet perbaikan gizi ditahun itu ( - ) setiap jumat ada makan siang gratis disekolah lengkap dengan susu ????","sd sd muhammadiyah , gratis . dapet perbaikan gizi ditahun ( - ) jumat makan siang gratis disekolah lengkap susu ? ? ? ?","['sd', 'sd', 'muhammadiyah', ',', 'gratis', '.', 'dapet', 'perbaikan', 'gizi', 'ditahun', '(', '-', ')', 'jumat', 'makan', 'siang', 'gratis', 'disekolah', 'lengkap', 'susu', '?', '?', '?', '?']","['sd', 'sd', 'muhammadiyah', '', 'gratis', '', 'dapet', 'baik', 'gizi', 'tahun', '', '-', '', 'jumat', 'makan', 'siang', 'gratis', 'seko', 'lengkap', 'susu', '', '', '', '']","[135, 135, 299, 1, 32, 281, 55, 1191, 421, 2, 3, 1, 422, 635, 16]"
@shafiraamallia padahal pajak e tambah gede dan memotong banyak cost buat susu dan makan siang gratis.,0,102,18,1,padahal pajak e tambah gede dan memotong banyak cost buat susu dan makan siang gratis.,pajak e gede memotong cost susu makan siang gratis .,"['pajak', 'e', 'gede', 'memotong', 'cost', 'susu', 'makan', 'siang', 'gratis', '.']","['pajak', 'e', 'gede', 'potong', 'cost', 'susu', 'makan', 'siang', 'gratis', '']","[29, 636, 423, 185, 1192, 16, 2, 3, 1]"
"@nyaineneng bu neneng ..... bu neneng ..... makan siang gratis bukan buat pak mentri, bu neneng, dan saya. tapi buat anak anak kita yang masih pada sekolah dan ibu ibu hamil. bu neneng..... bu neneng......",1,205,42,3,"bu neneng ..... bu neneng ..... makan siang gratis bukan buat pak mentri, bu neneng, dan saya. tapi buat anak anak kita yang masih pada sekolah dan ibu ibu hamil. bu neneng..... bu neneng......","bu neneng ..... bu neneng ..... makan siang gratis mentri , bu neneng , . anak anak sekolah hamil . bu neneng ..... bu neneng ......","['bu', 'neneng', '.....', 'bu', 'neneng', '.....', 'makan', 'siang', 'gratis', 'mentri', ',', 'bu', 'neneng', ',', '.', 'anak', 'anak', 'sekolah', 'hamil', '.', 'bu', 'neneng', '.....', 'bu', 'neneng', '......']","['bu', 'neneng', '', 'bu', 'neneng', '', 'makan', 'siang', 'gratis', 'tri', '', 'bu', 'neneng', '', '', 'anak', 'anak', 'sekolah', 'hamil', '', 'bu', 'neneng', '', 'bu', 'neneng', '']","[128, 247, 128, 247, 2, 3, 1, 1193, 128, 247, 6, 6, 7, 58, 128, 247, 128, 247]"
"@kompascom alangkah lucu. sebenarnya makan siang gratis programnya prabowo, kenapa pemerintahan sekarang sibuk sekali ngurus sampai jadi polemik pro-kontra. biarkan saja probowo menyampaikannya rencana dan anggarannya di program 100 hari pertamanya.",1,249,36,3,"alangkah lucu. sebenarnya makan siang gratis programnya prabowo, kenapa pemerintahan sekarang sibuk sekali ngurus sampai jadi polemik pro-kontra. biarkan saja probowo menyampaikannya rencana dan anggarannya di program hari pertamanya.","alangkah lucu . makan siang gratis programnya prabowo , pemerintahan sibuk ngurus polemik pro-kontra . biarkan probowo menyampaikannya rencana anggarannya program pertamanya .","['alangkah', 'lucu', '.', 'makan', 'siang', 'gratis', 'programnya', 'prabowo', ',', 'pemerintahan', 'sibuk', 'ngurus', 'polemik', 'pro-kontra', '.', 'biarkan', 'probowo', 'menyampaikannya', 'rencana', 'anggarannya', 'program', 'pertamanya', '.']","['alangkah', 'lucu', '', 'makan', 'siang', 'gratis', 'program', 'prabowo', '', 'perintah', 'sibuk', 'ngurus', 'polemik', 'pro-kontra', '', 'biar', 'probowo', 'sampai', 'rencana', 'anggar', 'program', 'pertama', '']","[1194, 424, 2, 3, 1, 81, 27, 232, 315, 637, 1195, 638, 1196, 639, 1197, 1198, 248, 114, 4, 1199]"
"@ipaahu konteksnya masalah stunting, solusinya makan siang gratis buat anak sekolah, uangnya dari anggaran pendidikan hahahaha",0,126,19,1,"konteksnya masalah stunting, solusinya makan siang gratis buat anak sekolah, uangnya dari anggaran pendidikan hahahaha","konteksnya stunting , solusinya makan siang gratis anak sekolah , uangnya anggaran pendidikan","['konteksnya', 'stunting', ',', 'solusinya', 'makan', 'siang', 'gratis', 'anak', 'sekolah', ',', 'uangnya', 'anggaran', 'pendidikan']","['konteks', 'stunting', '', 'solusi', 'makan', 'siang', 'gratis', 'anak', 'sekolah', '', 'uang', 'anggar', 'didik']","[1200, 41, 285, 2, 3, 1, 6, 7, 227, 25, 5]"
"@dearnoto @setyaki22965702 rupanya loe yg sering kena problem buang hajat gitu, mknya pilih makan siang gratis. pikir loe bisa sembuh dgn mkn gratis?? dasar petugas bansos, bisanya cuma omon jelek dan makan doang.ðÿ¤ª",0,217,40,3,"rupanya loe yg sering kena problem buang hajat gitu, mknya pilih makan siang gratis. pikir loe bisa sembuh dgn mkn gratis?? dasar petugas bansos, bisanya cuma omon jelek dan makan doang.????","loe kena problem buang hajat , mknya pilih makan siang gratis . pikir loe sembuh mkn gratis ? ? dasar petugas bansos , bisanya omon jelek makan . ? ? ? ?","['loe', 'kena', 'problem', 'buang', 'hajat', ',', 'mknya', 'pilih', 'makan', 'siang', 'gratis', '.', 'pikir', 'loe', 'sembuh', 'mkn', 'gratis', '?', '?', 'dasar', 'petugas', 'bansos', ',', 'bisanya', 'omon', 'jelek', 'makan', '.', '?', '?', '?', '?']","['loe', 'kena', 'problem', 'buang', 'hajat', '', 'mknya', 'pilih', 'makan', 'siang', 'gratis', '', 'pikir', 'loe', 'sembuh', 'mkn', 'gratis', '', '', 'dasar', 'tugas', 'bansos', '', 'bisa', 'omon', 'jelek', 'makan', '', '', '', '', '']","[640, 68, 1201, 1202, 1203, 1204, 12, 2, 3, 1, 186, 640, 425, 129, 1, 106, 1205, 30, 426, 316, 427, 2]"
@ipaahu kalo uang makan siang gratis dari dana bos yaaa sama ajaa......,0,71,14,1,kalo uang makan siang gratis dari dana bos yaaa sama ajaa......,uang makan siang gratis dana bos yaaa ajaa ......,"['uang', 'makan', 'siang', 'gratis', 'dana', 'bos', 'yaaa', 'ajaa', '......']","['uang', 'makan', 'siang', 'gratis', 'dana', 'bos', 'yaaa', 'ajaa', '']","[26, 2, 3, 1, 9, 11, 1206, 1207]"
@mediajelata @ipaahu hahaha anaknya makan siang gratis trs bapaknya kepuyengan nyari buat kebutuhan sehari2 krn alokasi dana maksi na nyunat subsidi sono sini ..semua jd mahal,0,175,29,1,hahaha anaknya makan siang gratis trs bapaknya kepuyengan nyari buat kebutuhan sehari krn alokasi dana maksi na nyunat subsidi sono sini ..semua jd mahal,tertawa anaknya makan siang gratis bapaknya kepuyengan nyari kebutuhan sehari alokasi dana maksi na nyunat subsidi sono .. mahal,"['tertawa', 'anaknya', 'makan', 'siang', 'gratis', 'bapaknya', 'kepuyengan', 'nyari', 'kebutuhan', 'sehari', 'alokasi', 'dana', 'maksi', 'na', 'nyunat', 'subsidi', 'sono', '..', 'mahal']","['tertawa', 'anak', 'makan', 'siang', 'gratis', 'bapak', 'puyeng', 'nyari', 'butuh', 'hari', 'alokasi', 'dana', 'maksi', 'na', 'nyunat', 'subsidi', 'sono', '', 'mahal']","[98, 187, 2, 3, 1, 1208, 1209, 388, 105, 428, 1210, 9, 99, 1211, 1212, 107, 317, 74]"
"@rickykardjono demi menggolkan dana makan siang gratis bagi anak sekolah maka alasan yg tidak masuk akal pun di jadikan tameng, padahal orang tololpun akan berkata tidak mungkin, sekelas menteri menu makannya tak lebih dari 15 ribu.",0,232,40,1,"demi menggolkan dana makan siang gratis bagi anak sekolah maka alasan yg tidak masuk akal pun di jadikan tameng, padahal orang tololpun akan berkata tidak mungkin, sekelas menteri menu makannya tak lebih dari ribu.","menggolkan dana makan siang gratis anak sekolah alasan masuk akal jadikan tameng , orang tololpun , sekelas menteri menu makannya ribu .","['menggolkan', 'dana', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'alasan', 'masuk', 'akal', 'jadikan', 'tameng', ',', 'orang', 'tololpun', ',', 'sekelas', 'menteri', 'menu', 'makannya', 'ribu', '.']","['gol', 'dana', 'makan', 'siang', 'gratis', 'anak', 'sekolah', 'alas', 'masuk', 'akal', 'jadi', 'tameng', '', 'orang', 'tolol', '', 'kelas', 'menteri', 'menu', 'makan', 'ribu', '']","[1213, 9, 2, 3, 1, 6, 7, 249, 141, 641, 1214, 1215, 14, 1216, 642, 643, 230, 298, 142]"
"selama ini negara tdk pernah hadir tuk mereka kaum miskin kota, para anak2 terlantar  sekarang satu negeri ribut soal makan siang gratis  tdk usah memiliki program yg ujungnya jadi bancakan korupsi, cukup liat kiri kananmu, masih banyak orang miskin bingung mau makan apa hari ini",1,280,48,1,"selama ini negara tdk pernah hadir tuk mereka kaum miskin kota, para anak terlantar sekarang satu negeri ribut soal makan siang gratis tdk usah memiliki program yg ujungnya jadi bancakan korupsi, cukup liat kiri kananmu, masih banyak orang miskin bingung mau makan apa hari ini","negara hadir kaum miskin kota , anak terlantar negeri ribut makan siang gratis memiliki program ujungnya bancakan korupsi , liat kiri kananmu , orang miskin bingung makan","['negara', 'hadir', 'kaum', 'miskin', 'kota', ',', 'anak', 'terlantar', 'negeri', 'ribut', 'makan', 'siang', 'gratis', 'memiliki', 'program', 'ujungnya', 'bancakan', 'korupsi', ',', 'liat', 'kiri', 'kananmu', ',', 'orang', 'miskin', 'bingung', 'makan']","['negara', 'hadir', 'kaum', 'miskin', 'kota', '', 'anak', 'lantar', 'negeri', 'ribut', 'makan', 'siang', 'gratis', 'milik', 'program', 'ujung', 'bancak', 'korupsi', '', 'liat', 'kiri', 'kanan', '', 'orang', 'miskin', 'bingung', 'makan']","[17, 1217, 250, 109, 306, 6, 1218, 75, 318, 2, 3, 1, 644, 4, 180, 1219, 77, 251, 1220, 1221, 14, 109, 221, 2]"
"@strike_bravo_b ini semua demi makan siang gratis yang sebenernya tidak gratis ðÿ˜ƒðÿ˜€ ðÿ˜ percayalah program makan siang gratis ini bakal membegal anggaran lain , tentunya bakal membuat pajak naik , apalagi ada opsi ngambil utang dari negara lain ðÿ˜",0,254,40,1,"_bravo_b ini semua demi makan siang gratis yang sebenernya tidak gratis ???????? ???? percayalah program makan siang gratis ini bakal membegal anggaran lain , tentunya bakal membuat pajak naik , apalagi ada opsi ngambil utang dari negara lain ????","_bravo_b makan siang gratis sebenernya gratis ? ? ? ? ? ? ? ? ? ? ? ? percayalah program makan siang gratis membegal anggaran , pajak , opsi ngambil utang negara ? ? ? ?","['_bravo_b', 'makan', 'siang', 'gratis', 'sebenernya', 'gratis', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'percayalah', 'program', 'makan', 'siang', 'gratis', 'membegal', 'anggaran', ',', 'pajak', ',', 'opsi', 'ngambil', 'utang', 'negara', '?', '?', '?', '?']","['bravo b', 'makan', 'siang', 'gratis', 'sebenernya', 'gratis', '', '', '', '', '', '', '', '', '', '', '', '', 'percaya', 'program', 'makan', 'siang', 'gratis', 'begal', 'anggar', '', 'pajak', '', 'opsi', 'ngambil', 'utang', 'negara', '', '', '', '']","[429, 392, 2, 3, 1, 236, 1, 1222, 4, 2, 3, 1, 1223, 25, 29, 645, 569, 86, 17]"
@slamyhwa @bsbukit kan yang menikmati makan siang gratis cuma anak2 doang yg dewasa cari sendiri makanan sana ðÿ¤­. sdh di bilang masih aja tetap all in all in gass ok ðÿ˜®â€ðÿ’¨. di kasih calon yg mementingkan pendidikan gratis eh malah pilih makan gratis,0,257,49,3,kan yang menikmati makan siang gratis cuma anak doang yg dewasa cari sendiri makanan sana ????. sdh di bilang masih aja tetap all in all in gass ok ???????????. di kasih calon yg mementingkan pendidikan gratis eh malah pilih makan gratis,menikmati makan siang gratis anak dewasa cari makanan ? ? ? ? . all in all in gass oke ? ? ? ? ? ? ? ? ? ? ? . calon mementingkan pendidikan gratis pilih makan gratis,"['menikmati', 'makan', 'siang', 'gratis', 'anak', 'dewasa', 'cari', 'makanan', '?', '?', '?', '?', '.', 'all', 'in', 'all', 'in', 'gass', 'oke', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'calon', 'mementingkan', 'pendidikan', 'gratis', 'pilih', 'makan', 'gratis']","['nikmat', 'makan', 'siang', 'gratis', 'anak', 'dewasa', 'cari', 'makan', '', '', '', '', '', 'all', 'in', 'all', 'in', 'gass', 'oke', '', '', '', '', '', '', '', '', '', '', '', '', 'calon', 'penting', 'didik', 'gratis', 'pilih', 'makan', 'gratis']","[115, 2, 3, 1, 6, 1224, 72, 409, 43, 47, 43, 47, 100, 10, 188, 646, 5, 1, 12, 2, 1]"
program makan siang gratis ternyata dibuat tanpa kajian akademis yg kredibel dan tanpa desain implementasi yg matang. program ini akan sulit sekali terlaksana karena memberikan beban apbn yg sangat berat.  https://t.co/ya0axarqta,0,229,35,3,program makan siang gratis ternyata dibuat tanpa kajian akademis yg kredibel dan tanpa desain implementasi yg matang. program ini akan sulit sekali terlaksana karena memberikan beban apbn yg sangat berat.,program makan siang gratis kajian akademis kredibel desain implementasi matang . program sulit terlaksana beban apbn berat .,"['program', 'makan', 'siang', 'gratis', 'kajian', 'akademis', 'kredibel', 'desain', 'implementasi', 'matang', '.', 'program', 'sulit', 'terlaksana', 'beban', 'apbn', 'berat', '.']","['program', 'makan', 'siang', 'gratis', 'kaji', 'akademis', 'kredibel', 'desain', 'implementasi', 'matang', '', 'program', 'sulit', 'laksana', 'beban', 'apbn', 'berat', '']","[4, 2, 3, 1, 647, 1225, 1226, 1227, 1228, 648, 4, 252, 420, 189, 33, 602]"
"pks: kalau dana bos dipakai makan siang gratis, terus guru honorer mau digaji pakai apa?  https://t.co/hzqucd7vse",0,113,21,2,"pks: kalau dana bos dipakai makan siang gratis, terus guru honorer mau digaji pakai apa?","pks : dana bos dipakai makan siang gratis , guru honorer digaji pakai ?","['pks', ':', 'dana', 'bos', 'dipakai', 'makan', 'siang', 'gratis', ',', 'guru', 'honorer', 'digaji', 'pakai', '?']","['pks', '', 'dana', 'bos', 'pakai', 'makan', 'siang', 'gratis', '', 'guru', 'honorer', 'gaji', 'pakai', '']","[372, 9, 11, 126, 2, 3, 1, 42, 90, 216, 22]"
